Title_Product,Image,Price_New_Product,Link,ASIN,Book_Format,ISBN-10,ISBN-13,ISBN-13_without_dash,Description,Author,product_details
" The Flames of Hope (Wings of Fire, Book 15) ","https://images-na.ssl-images-amazon.com/images/I/51DrDGNGpLL._SY291_BO1,204,203,200_QL40_ML2_.jpg",,https://www.amazon.com/Wings-Fire-15-Tui-Sutherland/dp/1338214578/ref=sr_1_1?qid=1651661411&s=books&sr=1-1,1338214578,,1338214578,978-1338214574,9781338214574,"The #1 New York Times bestselling series is hotter than ever, and this thrilling conclusion to the Lost Continent Prophecy arc is a must-read!With talons united . . .",Tui T. Sutherland,"[{'Publisher': 'Scholastic Press (April 5, 2022)', 'Language': 'English', 'Hardcover': '368 pages', 'ISBN-10': '1338214578', 'ISBN-13': '978-1338214574', 'Readingage': '8 - 12 years', 'Gradelevel': '3 - 7', 'ItemWeight': '1 pounds', 'Dimensions': '5.75 x 1 x 8.5 inches'}]"
